2021-01-17 23:04:13,284 - root - INFO - Epoch 0001 | Total Time 0.7s
2021-01-17 23:04:18,974 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 0319 | Time 5.7s | Iter Loss 0.4767 | Iter Mean Loss 4196.8354
2021-01-17 23:04:25,193 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 0319 | Time 6.2s | Iter Loss 0.4732 | Iter Mean Loss 3991.2026
2021-01-17 23:04:31,481 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 0319 | Time 6.3s | Iter Loss 0.4799 | Iter Mean Loss 4031.6570
2021-01-17 23:04:37,657 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 0319 | Time 6.2s | Iter Loss 0.4758 | Iter Mean Loss 3894.9534
2021-01-17 23:04:43,896 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 0319 | Time 6.2s | Iter Loss 0.4708 | Iter Mean Loss 4064.1458
2021-01-17 23:04:50,317 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 0319 | Time 6.4s | Iter Loss 0.4748 | Iter Mean Loss 4133.7485
2021-01-17 23:04:56,568 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 0319 | Time 6.2s | Iter Loss 0.4942 | Iter Mean Loss 4168.1338
2021-01-17 23:05:03,803 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 0319 | Time 7.2s | Iter Loss 0.4679 | Iter Mean Loss 4170.7290
2021-01-17 23:05:10,796 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 0319 | Time 7.0s | Iter Loss 0.4696 | Iter Mean Loss 4223.4629
2021-01-17 23:05:17,844 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 0319 | Time 7.0s | Iter Loss 0.4775 | Iter Mean Loss 4242.0381
2021-01-17 23:05:25,161 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 0319 | Time 7.3s | Iter Loss 0.4714 | Iter Mean Loss 4210.5054
2021-01-17 23:05:32,289 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 0319 | Time 7.1s | Iter Loss 0.4744 | Iter Mean Loss 4269.0312
2021-01-17 23:05:39,398 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 0319 | Time 7.1s | Iter Loss 0.4747 | Iter Mean Loss 4268.5615
2021-01-17 23:05:46,615 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 0319 | Time 7.2s | Iter Loss 0.4907 | Iter Mean Loss 4221.0488
2021-01-17 23:05:53,773 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 0319 | Time 7.2s | Iter Loss 0.4768 | Iter Mean Loss 4203.3457
2021-01-17 23:06:01,463 - root - INFO - CF Training: Epoch 0001 Iter 0016 / 0319 | Time 7.7s | Iter Loss 0.4798 | Iter Mean Loss 4266.4180
2021-01-17 23:06:08,966 - root - INFO - CF Training: Epoch 0001 Iter 0017 / 0319 | Time 7.5s | Iter Loss 0.4743 | Iter Mean Loss 4252.0771
2021-01-17 23:06:16,182 - root - INFO - CF Training: Epoch 0001 Iter 0018 / 0319 | Time 7.2s | Iter Loss 0.4723 | Iter Mean Loss 4264.9805
2021-01-17 23:06:23,846 - root - INFO - CF Training: Epoch 0001 Iter 0019 / 0319 | Time 7.7s | Iter Loss 0.4756 | Iter Mean Loss 4310.5527
2021-01-17 23:06:31,096 - root - INFO - CF Training: Epoch 0001 Iter 0020 / 0319 | Time 7.2s | Iter Loss 0.4698 | Iter Mean Loss 4261.0181
2021-01-17 23:06:38,086 - root - INFO - CF Training: Epoch 0001 Iter 0021 / 0319 | Time 7.0s | Iter Loss 0.4729 | Iter Mean Loss 4275.9531
2021-01-17 23:06:45,595 - root - INFO - CF Training: Epoch 0001 Iter 0022 / 0319 | Time 7.5s | Iter Loss 0.4656 | Iter Mean Loss 4278.8789
2021-01-17 23:06:53,170 - root - INFO - CF Training: Epoch 0001 Iter 0023 / 0319 | Time 7.6s | Iter Loss 0.4636 | Iter Mean Loss 4280.7891
2021-01-17 23:07:00,884 - root - INFO - CF Training: Epoch 0001 Iter 0024 / 0319 | Time 7.7s | Iter Loss 0.4853 | Iter Mean Loss 4276.9424
2021-01-17 23:07:08,142 - root - INFO - CF Training: Epoch 0001 Iter 0025 / 0319 | Time 7.3s | Iter Loss 0.4756 | Iter Mean Loss 4255.8550
2021-01-17 23:07:15,645 - root - INFO - CF Training: Epoch 0001 Iter 0026 / 0319 | Time 7.5s | Iter Loss 0.4622 | Iter Mean Loss 4269.4976
2021-01-17 23:07:22,947 - root - INFO - CF Training: Epoch 0001 Iter 0027 / 0319 | Time 7.3s | Iter Loss 0.4685 | Iter Mean Loss 4295.3862
2021-01-17 23:07:30,429 - root - INFO - CF Training: Epoch 0001 Iter 0028 / 0319 | Time 7.5s | Iter Loss 0.4859 | Iter Mean Loss 4285.5278
2021-01-17 23:07:37,737 - root - INFO - CF Training: Epoch 0001 Iter 0029 / 0319 | Time 7.3s | Iter Loss 0.4625 | Iter Mean Loss 4262.5640
2021-01-17 23:07:45,160 - root - INFO - CF Training: Epoch 0001 Iter 0030 / 0319 | Time 7.4s | Iter Loss 0.4752 | Iter Mean Loss 4277.3774
