2021-01-17 23:30:07,191 - root - INFO - Epoch 0001 | Total Time 0.7s
2021-01-17 23:30:13,030 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 1306 | Time 5.8s | Iter Loss 0.5560 | Iter Mean Loss 114.9040
2021-01-17 23:30:18,887 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 1306 | Time 5.9s | Iter Loss 0.5172 | Iter Mean Loss 119.0282
2021-01-17 23:30:24,947 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 1306 | Time 6.1s | Iter Loss 0.5185 | Iter Mean Loss 128.0067
2021-01-17 23:30:31,084 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 1306 | Time 6.1s | Iter Loss 0.5534 | Iter Mean Loss 142.0462
2021-01-17 23:30:36,860 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 1306 | Time 5.8s | Iter Loss 0.5084 | Iter Mean Loss 131.3677
2021-01-17 23:30:42,868 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 1306 | Time 6.0s | Iter Loss 0.5273 | Iter Mean Loss 133.1519
2021-01-17 23:30:48,821 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 1306 | Time 6.0s | Iter Loss 0.5051 | Iter Mean Loss 133.0221
2021-01-17 23:30:54,744 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 1306 | Time 5.9s | Iter Loss 0.5338 | Iter Mean Loss 131.8935
2021-01-17 23:31:00,789 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 1306 | Time 6.0s | Iter Loss 0.5481 | Iter Mean Loss 130.6256
2021-01-17 23:31:06,750 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 1306 | Time 6.0s | Iter Loss 0.5147 | Iter Mean Loss 133.2111
2021-01-17 23:31:13,224 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 1306 | Time 6.5s | Iter Loss 0.5172 | Iter Mean Loss 135.9466
2021-01-17 23:31:19,546 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 1306 | Time 6.3s | Iter Loss 0.5142 | Iter Mean Loss 135.5498
2021-01-17 23:31:25,474 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 1306 | Time 5.9s | Iter Loss 0.5340 | Iter Mean Loss 133.4067
2021-01-17 23:31:31,953 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 1306 | Time 6.5s | Iter Loss 0.5295 | Iter Mean Loss 133.7573
2021-01-17 23:31:38,138 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 1306 | Time 6.2s | Iter Loss 0.5189 | Iter Mean Loss 139.2133
